Date,Company ROC,S&P500 ROC
2023-04-19,-0.011579200128064819,0.005988193161113811
2023-04-18,-0.0015115933813804148,8.42690983805877e-05
2023-04-17,0.006596199075450779,-0.000854489519194225
2023-04-14,0.00639183563851214,-0.0032952622489341504
2023-04-13,0.0011208069810262297,0.002073664659441411
2023-04-12,-0.016260162601625928,-0.013089093405503106
2023-04-11,-0.01357539628776586,0.0041520523068737224
2023-04-10,0.00813097461817377,4.1354188044385406e-05
2023-04-06,0.003514986376021854,-0.0009953113657404464
2023-04-05,-0.016427271986749602,-0.003566398372990578
2023-04-04,-0.02103577738515902,0.0024985979631609897
2023-04-03,-0.010941289267384793,0.005830772911119979
2023-03-31,-0.020870160232650946,-0.00368521543043231
2023-03-30,-0.00794944965348558,-0.014231094669152922
2023-03-29,-0.014147758959758118,-0.005682790708887308
2023-03-28,0.005299669514990838,-0.014037414436131606
2023-03-27,-0.009033022360432266,0.0015763243835945212
2023-03-24,0.0045726240286908925,-0.0016442463072129491
2023-03-23,-0.010382887573260374,-0.0056081782089648586
2023-03-22,-0.0050204425204423975,-0.00297564782693561
2023-03-21,0.0003323564069249684,0.01673879835883166
2023-03-20,0.007611453425154158,-0.012815816483241151
2023-03-17,-0.013249400479616353,-0.008839568874392354
2023-03-16,0.0010632480709641104,0.011142238734136958
2023-03-15,-0.00018207750432417514,-0.01725890521645389
2023-03-14,-0.007284426503171864,0.007029958889918008
2023-03-13,-0.007888219647170283,-0.01620957588330755
2023-03-10,-0.02918425837468035,0.0015120438279960233
2023-03-09,0.0058091549742874775,0.014690834391419955
2023-03-08,-0.013602651096733476,0.018806514047001892
2023-03-07,-0.006111217764126271,-0.0014127951994930303
2023-03-06,0.026816469755013953,0.015565490123450439
2023-03-03,-0.001661650363681881,-0.0006866948959157001
2023-03-02,-0.010614577772194817,-0.015891131348545626
2023-03-01,-0.002793207427392463,-0.007525137037248254
2023-02-28,-0.009389820797657282,0.0047476989807717605
2023-02-27,0.017351069982648855,0.0030452472042649327
2023-02-24,0.015854968100562132,-0.0030635901406728056
2023-02-23,0.018281308294988172,0.010649774027684406
2023-02-22,0.004732535417684451,-0.005301177166543257
2023-02-21,-0.00474063269213238,0.0015760361272209346
2023-02-17,0.0027174742755945967,0.020451099531823683
2023-02-16,-0.007095006090133935,0.002775085613420148
2023-02-15,0.027417425706136714,0.013981529180625007
2023-02-14,0.037461568311393724,-0.0027655064552225407
2023-02-13,0.008171251007020298,0.0002804931863530148
2023-02-10,-0.015068493150684854,-0.011319022278556903
2023-02-09,-0.00964881780250343,-0.002190453157606865
2023-02-08,-0.00310131952368414,0.008908456028727184
2023-02-07,-0.003081618877116812,0.011204882694085655
2023-02-06,-0.005946773433820012,-0.012708914955571566
2023-02-03,0.004205413729787238,0.00617840126221392
2023-02-02,-0.024713931815500755,0.01046295047011094
2023-02-01,0.03589355911702451,-0.014486431776646852
2023-01-31,0.004612196047523088,-0.010344183395680159
2023-01-30,-0.010605840476536328,-0.01443116241861031
2023-01-27,0.004698972099853224,0.013139139076123369
2023-01-26,0.01727565039462136,-0.0024886322293017926
2023-01-25,0.0049423867130255665,-0.010887999961037838
2023-01-24,-0.00955022445886836,0.00018175808946595156
2023-01-23,-0.012067322959669757,0.0007120097229592352
2023-01-20,0.011279623622921639,-0.011741836177301113
2023-01-19,0.014476839945675704,-0.018567140436918792
2023-01-18,0.0026489688959781444,0.007697143776742066
2023-01-17,0.01627794664924297,0.015808621733291135
2023-01-13,0.01084586571252864,0.0020346224720075774
2023-01-12,-0.006913334439466843,-0.0039809470818954
2023-01-11,0.003592114056582815,-0.0034042771759890122
2023-01-10,-0.02125357232041293,-0.012686411526340594
2023-01-09,-0.008277817150956813,-0.006929874876411303
2023-01-06,0.0374753451676529,0.0007682222576701632
2023-01-05,-0.011076210943957629,-0.022330729721639027
2023-01-04,0.011646049258887793,0.011782745173765471
2023-01-03,0.005205177637014558,-0.007482559777059156
2022-12-30,0.0023288309268746153,0.004016617554103037
2022-12-29,0.003225453750273362,0.0025472142979229067
2022-12-28,-0.004904364884747302,-0.017161666101444116
2022-12-27,-0.0009309457313401013,0.012166892132449848
2022-12-23,0.008276693707520232,0.004066088231213684
2022-12-22,-0.007039956509921107,-0.0058338687851317815
2022-12-21,0.007390983000739067,0.014663613708522124
2022-12-20,-0.02274394717534851,-0.014650175090283386
2022-12-19,-0.005171838505171876,-0.0010362634057514567
2022-12-16,0.0058415786237353455,0.00908938881706911
2022-12-15,0.00038902937171752676,0.011263197460312954
2022-12-14,0.009694175161801086,0.02555863912195983
2022-12-13,-0.01331499312242084,0.006089583204372841
2022-12-12,0.0239502592984999,-0.007236909794815337
2022-12-09,-0.017045609257998615,-0.014078268452636086
2022-12-08,0.029917726252804817,0.007403994484716932
2022-12-07,0.0004841442749939665,-0.0074656271379959895
2022-12-06,-0.0092211737505713,0.0018658457814074007
2022-12-05,0.0020350572529440492,0.014609560897359855
2022-12-02,0.0148122072084269,0.01822024929225998
2022-12-01,-0.011820898708506796,0.0011960894088225565
2022-11-30,0.0020252207490616477,0.0008683866591614104
2022-11-29,-0.019214185620351397,-0.030018852772276616
2022-11-28,0.005000686907542226,0.0015944034133039597
